Date exported;Status;Employee number (salary administration);Branch;Hour Code;Journey date;Journey Distance;Distance Unit of Measure;Mobility type;Travel route;Fuel type
45510;Exported;00000554;VANL;VANL - Alliander - Taskforce Congestie Amsterdam MS Q3 - Alliander Budget;45482;45;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000554;VANL;VANL - Alliander - Taskforce Congestie Amsterdam MS Q3 - Alliander Budget;45481;5;km;Public Transport;Home <> Client;
45510;Exported;00000554;VANL;VANL - Alliander - Taskforce Congestie Amsterdam MS Q3 - Alliander Budget;45481;5;km;Public Transport;Home <> Client;
45510;Exported;00000740;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45482;103;km;Public Transport;Home <> Client;
45510;Exported;00000740;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45482;103;km;Public Transport;Home <> Client;
45510;Exported;00000606;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45483;60;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;00000606;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45483;60;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45483;40;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45483;40;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45482;20;km;Public Transport;Home <> Client;
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45482;20;km;Public Transport;Home <> Client;
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45478;45;km;Public Transport;Valcon Office <> Client;
45510;Exported;00000051;VANL;VANL - DLL - DMBI Europe - DLL Selfbilling;45482;100;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45478;40;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45478;20;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45483;12;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45483;12;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000857;VANL;VANL - ABN - Onboarding DFC - ABN Investment;45483;92;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000633;VANL;VANL - Alliander - SRM Sourcing - Staffing MS Self-billing;45483;71;km;Public Transport;Home <> Client;
45510;Exported;00000633;VANL;VANL - Alliander - SRM Sourcing - Alliander Investment;45483;71;km;Public Transport;Home <> Client;
45510;Exported;00000695;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45483;43;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000695;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45483;43;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000720;VANL;VANL - Schiphol - PMO ISMS TF SGM - Schiphol Self-billing;45483;15;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000720;VANL;VANL - Schiphol - PMO ISMS TF SGM - Schiphol Self-billing;45483;15;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000689;VANL;VANL - a.s.r. - Loyalis SAS Migratie - Hays Self-billing;45483;99;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000689;VANL;VANL - a.s.r. - Loyalis SAS Migratie - Hays Self-billing;45483;99;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45483;226;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45482;144;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45478;118;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45478;47;km;Personal Car;Valcon Office <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45478;73;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45476;226;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45475;106;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45475;4;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45475;54;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45475;90;km;Personal Car;Home <> Client;Electric
45510;Exported;00000154;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45474;146;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Setting Up Transition - Luchtverkeersleiding Nederland (LVNL) Investment;45482;23;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Setting Up Transition - Luchtverkeersleiding Nederland (LVNL) Investment;45482;23;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000790;VANL;VANL - Belastingdienst - MDM - Seven Stars;45476;75;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000790;VANL;VANL - Belastingdienst - MDM - Seven Stars;45476;75;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000191;VANL;VANL - Belastingdienst - COE COG - Seven Stars Uurbasis;45482;65;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000191;VANL;VANL - Belastingdienst - COE COG - Seven Stars Uurbasis;45482;65;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45477;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45477;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45475;185;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45475;185;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45470;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45470;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45469;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45469;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45467;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45467;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45463;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45463;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45461;89;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45461;48;km;Personal Car;Valcon Office <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45461;55;km;Personal Car;Home <> Valcon Office;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45456;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45456;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45453;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45453;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45449;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45449;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45447;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000185;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45447;84;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000606;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45482;130;km;Personal Car;Home <> Client;Electric
45510;Exported;00000606;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45482;130;km;Personal Car;Home <> Client;Electric
45510;Exported;00000625;VANL;FCNL - NCG - IE Team - Between Self-billing;45482;180;km;Public Transport;Home <> Client;
45510;Exported;10115564;VANL;VANL - Rabobank - Tribe Refinement Team - Magnit Self-billing;45482;80;km;Public Transport;Home <> Client;
45510;Exported;10115564;VANL;VANL - Rabobank - Tribe Refinement Team - Magnit Self-billing;45481;80;km;Public Transport;Home <> Client;
45510;Exported;10115564;VANL;VANL - Rabobank - Tribe Refinement Team - Magnit Self-billing;45474;80;km;Public Transport;Home <> Client;
45510;Exported;10115564;VANL;VANL - Rabobank - Tribe Refinement Team - Magnit Self-billing;45471;82;km;Public Transport;Home <> Valcon Office;
45510;Exported;10115564;VANL;VANL - Rabobank - Tribe Refinement Team - Magnit Self-billing;45468;26;km;Public Transport;Home <> Client;
45510;Exported;00000078;VANL;VANL - Sligro Food Group - MDM STEP Support Analyse - Sligro Food Group Hourly;45482;75;km;Personal Car;Home <> Client;Electric
45510;Exported;00000078;VANL;VANL - Sligro Food Group - MDM STEP Support Analyse - Sligro Food Group Hourly;45482;75;km;Personal Car;Home <> Client;Electric
45510;Exported;00000735;VANL;VANL - Alliander - Energie Planologie Gemeenten - Alliander Investment;45482;105;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000735;VANL;VANL - Alliander - Energie Planologie Gemeenten - Alliander Investment;45482;105;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000464;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45477;228;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000464;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45474;228;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45482;90;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45478;80;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45477;80;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45476;90;km;Public Transport;Valcon Office <> Client;
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45475;90;km;Public Transport;Valcon Office <> Client;
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45474;90;km;Public Transport;Valcon Office <> Client;
45510;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45471;90;km;Public Transport;Valcon Office <> Client;
45510;Exported;00000845;VANL;VANL - Hitachi - Phas 1 Investment - Hitachi Investment;45482;134;km;Public Transport;Home <> Client;
45510;Exported;00000856;VANL;VANL - ABN - Onboarding DFC - ABN Investment;45481;50;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000856;VANL;VANL - ABN - Onboarding DFC - ABN Investment;45481;50;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000856;VANL;VANL - ABN - Onboarding DFC - ABN Investment;45477;50;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000856;VANL;VANL - ABN - Onboarding DFC - ABN Investment;45477;50;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000633;VANL;VANL - Alliander - SRM Sourcing - Alliander Investment;45482;71;km;Public Transport;Home <> Client;
45510;Exported;00000633;VANL;VANL - Alliander - SRM Sourcing - Staffing MS Self-billing;45482;71;km;Public Transport;Home <> Client;
45510;Exported;00000331;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45481;45;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000331;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45481;45;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000331;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45482;45;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000331;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45482;45;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45477;65;km;Public Transport;Home <> Client;
45510;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45477;65;km;Public Transport;Home <> Client;
45510;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45474;65;km;Public Transport;Home <> Client;
45510;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45474;65;km;Public Transport;Home <> Client;
45510;Exported;00000848;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45482;62;km;Public Transport;Home <> Client;
45510;Exported;00000365;VANL;VANL - DLL - Future Model Landscape - DLL Selfbilling;45456;38;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000365;VANL;VANL - DLL - Future Model Landscape - DLL Selfbilling;45456;38;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000365;VANL;VANL - DLL - Future Model Landscape - DLL Selfbilling;45476;126;km;Public Transport;Home <> Client;
45510;Exported;00000365;VANL;VANL - DLL - Future Model Landscape - DLL Selfbilling;45476;126;km;Public Transport;Home <> Client;
45510;Exported;10115560;VANL;VANL - EBN - Mendix DevOps - EBN Hourly grouped;45482;42;km;Personal Car;Home <> Client;Hybrid
45510;Exported;10115560;VANL;VANL - EBN - Mendix DevOps - EBN Hourly grouped;45482;42;km;Personal Car;Home <> Client;Hybrid
45510;Exported;00000841;VANL;VANL - TenneT - ESP Verbetering Informatievoorziening - TenneT Budget;45481;65;km;Public Transport;Home <> Client;
45510;Exported;00000841;VANL;VANL - TenneT - ESP Verbetering Informatievoorziening - TenneT Budget;45481;65;km;Public Transport;Home <> Client;
45510;Exported;00000841;VANL;VANL - TenneT - ESP Verbetering Informatievoorziening - TenneT Budget;45474;65;km;Public Transport;Home <> Client;
45510;Exported;00000841;VANL;VANL - TenneT - ESP Verbetering Informatievoorziening - TenneT Budget;45474;65;km;Public Transport;Home <> Client;
45510;Exported;00000732;VANL;VANL - Schiphol - DDA Digital Twin - Magnit Self-billing;45482;44;km;Public Transport;Home <> Client;
45510;Exported;00000741;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45477;166;km;Public Transport;Home <> Client;
45510;Exported;00000741;VANL;VANL - CZ - Generative AI - CZ zorgkantoor Hourly;45474;166;km;Public Transport;Home <> Client;
45510;Exported;10115651;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45482;20;km;Bicycle or Walking;Home <> Client;
45510;Exported;10115651;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45482;20;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000412;VANL;VANL - IKEA - Business Development - Ikea Uncharged;45482;44;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000412;VANL;VANL - IKEA - Business Development - Ikea Uncharged;45482;44;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000720;VANL;VANL - Schiphol - PMO ISMS TF SGM - Schiphol Self-billing;45482;15;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000720;VANL;VANL - Schiphol - PMO ISMS TF SGM - Schiphol Self-billing;45482;15;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000422;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45482;40;km;Public Transport;Home <> Client;
45510;Exported;00000422;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45482;40;km;Public Transport;Home <> Client;
45510;Exported;00000361;VANL;VANL - Schiphol - SSE ISMS - Schiphol Budget;45482;23;km;Public Transport;Home <> Client;
45510;Exported;00000361;VANL;VANL - Schiphol - SSE ISMS - Schiphol Budget;45482;23;km;Public Transport;Home <> Client;
45510;Exported;00000644;VANL;VANL - Enza Zaden - T&T BRE Appian - Enza Zaden Hourly grouped;45482;204;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000635;VANL;VANL - IKEA - BI Consolidation Retail Concept FY24 - IKEA Hourly grouped;45482;16;km;Public Transport;Home <> Client;
45510;Exported;00000635;VANL;VANL - IKEA - BI Consolidation Retail Concept FY24 - IKEA Hourly grouped;45482;16;km;Public Transport;Home <> Client;
45510;Exported;10115595;VANL;VANL - Enexis - Gasloos werken - Enexis Hourly;45482;29;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;10115595;VANL;VANL - Enexis - Gasloos werken - Enexis Hourly;45482;29;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;10115595;VANL;VANL - Enexis - Gasloos werken - Enexis Hourly;45481;82;km;Public Transport;Home <> Client;
45510;Exported;10115595;VANL;VANL - Enexis - Gasloos werken - Enexis Hourly;45481;82;km;Public Transport;Home <> Client;
45510;Exported;10115595;VANL;VANL - Enexis - Gasloos werken - Enexis Hourly;45470;94;km;Personal Car;Home <> Client;Electric
45510;Exported;10115595;VANL;VANL - Enexis - Gasloos werken - Enexis Hourly;45470;94;km;Personal Car;Home <> Client;Electric
45510;Exported;00000566;VANL;VANL - Asiel en Migratie - Ter Apel - BMC Self-billing;45481;215;km;Public Transport;Home <> Client;
45510;Exported;00000155;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45482;90;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;00000155;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45482;90;km;Personal Car;Home <> Valcon Office;Electric
45510;Exported;00000540;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45481;65;km;Public Transport;Home <> Client;
45510;Exported;00000540;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45481;65;km;Public Transport;Home <> Client;
45510;Exported;00000540;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45478;60;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000540;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45478;60;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000540;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45477;65;km;Public Transport;Home <> Client;
45510;Exported;00000540;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45477;65;km;Public Transport;Home <> Client;
45510;Exported;00000757;VANL;VANL - Catom - Mendix Trading App - Catom Hourly;45453;74;km;Public Transport;Home <> Client;
45510;Exported;00000757;VANL;VANL - Catom - Mendix Trading App - Catom Hourly;45462;74;km;Public Transport;Home <> Client;
45510;Exported;00000757;VANL;VANL - Catom - Mendix Trading App - Catom Hourly;45462;74;km;Public Transport;Home <> Client;
45510;Exported;00000740;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45481;39;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000740;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45481;39;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000760;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Beheer, Onderhoud En Doorontwikkeling RPA - Luchtverkeersleiding Nederland (LVNL) Budget;45481;36;km;Public Transport;Home <> Client;
45510;Exported;00000760;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Beheer, Onderhoud En Doorontwikkeling RPA - Luchtverkeersleiding Nederland (LVNL) Budget;45481;36;km;Public Transport;Home <> Client;
45510;Exported;00000531;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Beheer, Onderhoud En Doorontwikkeling RPA - Luchtverkeersleiding Nederland (LVNL) Budget;45481;8;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000531;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Beheer, Onderhoud En Doorontwikkeling RPA - Luchtverkeersleiding Nederland (LVNL) Budget;45481;8;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000531;VANL;VANL - Schiphol - DD1 Asset Informatie Beschikbaar Stellen - Schiphol Hourly;45476;14;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000531;VANL;VANL - Schiphol - DD1 Asset Informatie Beschikbaar Stellen - Schiphol Hourly;45476;14;km;Personal Car;Home <> Client;Petrol
45510;Exported;00000531;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Beheer, Onderhoud En Doorontwikkeling RPA - Luchtverkeersleiding Nederland (LVNL) Budget;45474;8;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000531;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Beheer, Onderhoud En Doorontwikkeling RPA - Luchtverkeersleiding Nederland (LVNL) Budget;45474;8;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000689;VANL;VANL - a.s.r. - Loyalis SAS Migratie - Hays Self-billing;45477;99;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000689;VANL;VANL - a.s.r. - Loyalis SAS Migratie - Hays Self-billing;45477;99;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000857;VANL;VANL - ABN - Onboarding DFC - ABN Investment;45481;92;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000845;VANL;VANL - Hitachi - Phas 1 Investment - Hitachi Investment;45481;91;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000845;VANL;VANL - Hitachi - Phas 1 Investment - Hitachi Investment;45481;91;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Setting Up Transition - Luchtverkeersleiding Nederland (LVNL) Investment;45481;40;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - Setting Up Transition - Luchtverkeersleiding Nederland (LVNL) Investment;45481;40;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000554;VANL;VANL - Alliander - TFCA 2024 MS Q2 - Alliander Budget;45477;5;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000554;VANL;VANL - Alliander - TFCA 2024 MS Q2 - Alliander Budget;45477;5;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000791;VANL;VANL - Salta Group - Mendix Beheer AM Surplus - Salta Group (NCOI) Investment;45481;24;km;Public Transport;Home <> Client;
45510;Exported;00000791;VANL;VANL - Salta Group - Mendix Beheer AM Surplus - Salta Group (NCOI) Investment;45481;24;km;Public Transport;Home <> Client;
45510;Exported;00000621;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45478;10;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000732;VANL;VANL - Schiphol - DDA Digital Twin - Magnit Self-billing;45481;44;km;Public Transport;Home <> Client;
45510;Exported;00000606;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45478;60;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000606;VANL;VANL - Alliander - 2x2 Digitalisering - Staffing MS Self-billing;45478;60;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000695;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45481;43;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000695;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45481;43;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000465;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45481;21;km;Public Transport;Home <> Client;
45510;Exported;00000465;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45481;21;km;Public Transport;Home <> Client;
45510;Exported;10115651;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45481;20;km;Bicycle or Walking;Home <> Client;
45510;Exported;10115651;VANL;VANL - WaterNet - PM Belasting En Invorderingsketen - WaterNet Hourly;45481;20;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000720;VANL;VANL - Schiphol - PMO ISMS TF SGM - Schiphol Self-billing;45481;44;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000720;VANL;VANL - Schiphol - PMO ISMS TF SGM - Schiphol Self-billing;45481;44;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000634;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45477;65;km;Public Transport;Home <> Client;
45510;Exported;00000634;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45477;65;km;Public Transport;Home <> Client;
45510;Exported;00000634;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45476;5;km;Bicycle or Walking;Home <> Valcon Office;
45510;Exported;00000634;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45476;5;km;Bicycle or Walking;Home <> Valcon Office;
45510;Exported;00000634;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45475;5;km;Bicycle or Walking;Home <> Valcon Office;
45510;Exported;00000634;VANL;VANL - TenneT - PPL Support Q3 - TenneT Budget;45475;5;km;Bicycle or Walking;Home <> Valcon Office;
45510;Exported;00000848;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45481;10;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000848;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45476;10;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000848;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45475;62;km;Public Transport;Home <> Client;
45510;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45481;12;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45481;12;km;Bicycle or Walking;Home <> Client;
45510;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45478;10;km;Public Transport;Home <> Valcon Office;
45510;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45478;10;km;Public Transport;Home <> Valcon Office;
