Date exported;Status;Employee number (salary administration);Branch;Hour Code;Journey date;Journey Distance;Distance Unit of Measure;Mobility type;Travel route;Fuel type
45602;Exported;00000419;VANL;VANL - Asiel en Migratie - nieuwe Autoriteit I&R proces - BMC Self-billing;45552;35;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000419;VANL;VANL - Asiel en Migratie - nieuwe Autoriteit I&R proces - BMC Self-billing;45552;35;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000419;VANL;VANL - Asiel en Migratie - nieuwe Autoriteit I&R proces - BMC Self-billing;45551;35;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000419;VANL;VANL - Asiel en Migratie - nieuwe Autoriteit I&R proces - BMC Self-billing;45551;35;km;Public Transport;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45575;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45575;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45574;40;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45574;36;km;Public Transport;Valcon Office <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45574;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45573;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45573;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45572;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000844;VANL;VANL - Luchtverkeersleiding Nederland (LVNL) - ICAS Transitie Office - Luchtverkeersleiding Nederland (LVNL) Hourly;45572;23;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45575;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45575;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45574;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45574;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45572;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45572;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45569;37;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45569;37;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45568;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45568;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45567;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45567;53;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45566;56;km;Public Transport;Home <> Client;
45602;Exported;00000551;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45566;56;km;Public Transport;Home <> Client;
45602;Exported;00000907;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45569;66;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000907;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45568;66;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000907;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45567;66;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000907;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45566;66;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000907;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45574;66;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45576;14;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000650;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45576;14;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000907;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45575;66;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000936;VANL;VANL - Valcon - Power Platform Internal - Valcon Uncharged;45576;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000936;VANL;VANL - Valcon - Power Platform Internal - Valcon Uncharged;45576;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000936;VANL;VANL - Valcon - Power Platform Internal - Valcon Uncharged;45574;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000936;VANL;VANL - Valcon - Power Platform Internal - Valcon Uncharged;45574;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000936;VANL;VANL - Valcon - Power Platform Internal - Valcon Uncharged;45573;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000936;VANL;VANL - Valcon - Power Platform Internal - Valcon Uncharged;45573;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000793;VANL;VANL - DLL - Future Model Landscape - DLL Selfbilling;45574;240;km;Public Transport;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45575;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45575;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45573;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45573;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45572;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45572;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45569;90;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45569;90;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45568;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45568;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45566;90;km;Personal Car;Home <> Client;
45602;Exported;00000727;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45566;90;km;Personal Car;Home <> Client;
45602;Exported;00000832;VANL;VANL - NCG - NCG - Investment;45574;16;km;Public Transport;Home <> Client;
45602;Exported;00000832;VANL;VANL - NCG - NCG - Investment;45574;16;km;Public Transport;Home <> Client;
45602;Exported;00000832;VANL;VANL - NCG - NCG - Investment;45573;180;km;Public Transport;Home <> Client;
45602;Exported;00000755;VANL;VANL - ING - FRIDA - TapFin Self-billing;45575;31;km;Public Transport;Home <> Client;
45602;Exported;00000755;VANL;VANL - ING - FRIDA - TapFin Self-billing;45575;31;km;Public Transport;Home <> Client;
45602;Exported;00000755;VANL;VANL - ING - FRIDA - TapFin Self-billing;45573;31;km;Public Transport;Home <> Client;
45602;Exported;00000755;VANL;VANL - ING - FRIDA - TapFin Self-billing;45573;31;km;Public Transport;Home <> Client;
45602;Exported;00000911;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45575;61;km;Public Transport;Home <> Client;
45602;Exported;00000911;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45575;61;km;Public Transport;Home <> Client;
45602;Exported;00000911;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45574;37;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000911;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45574;37;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000871;VANL;VANL - IMG - Bemensing Schade Expertise En Herstel - BMC Self-billing;45575;80;km;Personal Car;Home <> Client;
45602;Exported;00000871;VANL;VANL - IMG - Bemensing Schade Expertise En Herstel - BMC Self-billing;45575;80;km;Personal Car;Home <> Client;
45602;Exported;00000871;VANL;VANL - IMG - Bemensing Schade Expertise En Herstel - BMC Self-billing;45568;50;km;Public Transport;Home <> Client;
45602;Exported;00000871;VANL;VANL - IMG - Bemensing Schade Expertise En Herstel - BMC Self-billing;45568;50;km;Public Transport;Home <> Client;
45602;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45575;65;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45575;65;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45574;65;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000788;VANL;VANL - BAM - Competence Center Analytics - BAM Self-billing;45574;65;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000880;VANL;VANL - BAM - BAM Algemeen - BAM Investment;45576;75;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45575;90;km;Public Transport;Home <> Client;
45602;Exported;00000495;VANL;VANL - VolkerWessels Telecom - FiberWorkz - VolkerWessels Telecom Hourly grouped;45576;90;km;Public Transport;Home <> Client;
45602;Exported;00000916;VANL;VANL - Ministerie van VWS - RIVM COVID19 Management Informatie - Ministerie van VWS Investment;45576;98;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000916;VANL;VANL - Ministerie van VWS - RIVM COVID19 Management Informatie - Ministerie van VWS Investment;45576;98;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000916;VANL;VANL - Ministerie van VWS - RIVM COVID19 Management Informatie - Ministerie van VWS Investment;45575;98;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000916;VANL;VANL - Ministerie van VWS - RIVM COVID19 Management Informatie - Ministerie van VWS Investment;45575;98;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45575;20;km;Public Transport;Home <> Client;
45602;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45575;20;km;Public Transport;Home <> Client;
45602;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45573;20;km;Public Transport;Home <> Client;
45602;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45573;20;km;Public Transport;Home <> Client;
45602;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45572;20;km;Public Transport;Home <> Client;
45602;Exported;00000512;VANL;VANL - Schiphol - VDME Programma Implementatie Adembescherming - Schiphol Budget;45572;20;km;Public Transport;Home <> Client;
45602;Exported;00000633;VANL;VANL - Alliander - Grip op WV-schap - Alliander Investment;45576;70;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000633;VANL;VANL - Alliander - Grip op WV-schap - Alliander Investment;45575;70;km;Public Transport;Home <> Valcon Office;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45575;50;km;Personal Car;Home <> Client;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45575;50;km;Personal Car;Home <> Client;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45574;50;km;Personal Car;Home <> Client;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45574;50;km;Personal Car;Home <> Client;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45573;50;km;Personal Car;Home <> Client;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45573;50;km;Personal Car;Home <> Client;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45572;45;km;Personal Car;Home <> Valcon Office;
45602;Exported;10115585;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45572;45;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000514;VANL;VANL - NCG - Haalbaarheid En Duurzaamheid - BMC Self-billing;45574;215;km;Public Transport;Home <> Client;
45602;Exported;00000514;VANL;VANL - NCG - Haalbaarheid En Duurzaamheid - BMC Self-billing;45574;15;km;Public Transport;Home <> Client;
45602;Exported;00000514;VANL;VANL - NCG - Haalbaarheid En Duurzaamheid - BMC Self-billing;45573;2;km;Public Transport;Home <> Client;
45602;Exported;00000514;VANL;VANL - NCG - Haalbaarheid En Duurzaamheid - BMC Self-billing;45573;2;km;Public Transport;Home <> Client;
45602;Exported;00000514;VANL;VANL - NCG - Haalbaarheid En Duurzaamheid - BMC Self-billing;45572;215;km;Public Transport;Home <> Client;
45602;Exported;00000833;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45576;34;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000833;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45576;34;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000758;VANL;VANL - Alliander - Gericht Opleiden - Alliander Investment;45574;3;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000758;VANL;VANL - Alliander - Gericht Opleiden - Alliander Investment;45574;3;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000758;VANL;VANL - Alliander - Gericht Opleiden - Alliander Investment;45573;3;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000758;VANL;VANL - Alliander - Gericht Opleiden - Alliander Investment;45573;3;km;Bicycle or Walking;Home <> Client;
45602;Exported;00000834;VANL;VANL - Port of Rotterdam - Enterprise Data Catalogue – Werkpakket 1 - Port of Rotterdam Budget;45576;66;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000834;VANL;VANL - Port of Rotterdam - Enterprise Data Catalogue – Werkpakket 1 - Port of Rotterdam Budget;45576;66;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000412;VANL;VANL - ProRail - ERTMS Analytics - ProRail Hourly;45575;47;km;Public Transport;Home <> Client;
45602;Exported;00000412;VANL;VANL - ProRail - ERTMS Analytics - ProRail Hourly;45575;47;km;Public Transport;Home <> Client;
45602;Exported;00000874;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45575;93;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000874;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45574;93;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000874;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45573;93;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000874;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45572;93;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000604;VANL;VANL - DAS Rechtsbijstand - Appian Pilot - DAS Rechtsbijstand Hourly;45576;120;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000863;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45574;55;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000863;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45574;55;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000624;VANL;VANL - BagsID - Cabin Baggage Screening - BagsID Hourly grouped;45575;45;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000624;VANL;VANL - BagsID - Cabin Baggage Screening - BagsID Hourly grouped;45575;45;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000865;VANL;VANL - NCG - Stad & Ommeland - BMC Self-billing;45575;47;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000865;VANL;VANL - NCG - Stad & Ommeland - BMC Self-billing;45575;47;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000865;VANL;VANL - NCG - Stad & Ommeland - BMC Self-billing;45574;200;km;Public Transport;Home <> Client;
45602;Exported;00000865;VANL;VANL - NCG - Stad & Ommeland - BMC Self-billing;45574;200;km;Public Transport;Home <> Client;
45602;Exported;00000682;VANL;VANL - ABN - Onboarding CoE Unity Catalog - ABN Investment;45576;7;km;Public Transport;Home <> Client;
45602;Exported;00000682;VANL;VANL - ABN - Onboarding CoE Unity Catalog - ABN Investment;45576;7;km;Public Transport;Home <> Client;
45602;Exported;00000860;VANL;VANL - BAM - Competence Center BI - BAM Investment;45573;43;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000860;VANL;VANL - BAM - Competence Center BI - BAM Investment;45573;43;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45576;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45575;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45573;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45572;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45576;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45575;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45573;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000670;VANL;VANL - Asiel en Migratie - COA Ter Apel - COA Investment;45572;5;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000053;VANL;VANL - a.s.r. - Appian Consultants - Hays Self-billing;45576;70;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000005;VANL;VANL - UWV - BMS Project PO 6060239057 - UWV Hourly grouped;45576;11;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000005;VANL;VANL - UWV - BMS Project PO 6060239057 - UWV Hourly grouped;45574;11;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000005;VANL;VANL - UWV - GGD Datafabriek 6060245628 - UWV Hourly grouped;45573;90;km;Personal Car;Home <> Client;
45602;Exported;00000005;VANL;VANL - UWV - BMS Project PO 6060239057 - UWV Hourly grouped;45572;11;km;Bicycle or Walking;Home <> Valcon Office;
45602;Exported;00000855;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45569;43;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000855;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45569;43;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000124;VANL;VANL - Valcon - Training - How To Be A Role Model;45575;36;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000124;VANL;VANL - Valcon - Training - How To Be A Role Model;45575;36;km;Personal Car;Home <> Valcon Office;
45602;Exported;10115218;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45567;44;km;Personal Car;Home <> Client;
45602;Exported;10115218;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45567;44;km;Personal Car;Home <> Client;
45602;Exported;10115218;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45568;48;km;Public Transport;Home <> Client;
45602;Exported;10115218;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45568;48;km;Public Transport;Home <> Client;
45602;Exported;10115218;VANL;VANL - Valcon - Training - Capability IT Delivery Mgt BA PM;45573;45;km;Personal Car;Home <> Client;
45602;Exported;10115218;VANL;VANL - Valcon - Training - Capability IT Delivery Mgt BA PM;45573;45;km;Personal Car;Home <> Client;
45602;Exported;10115218;VANL;VANL - Valcon - Training - Capability IT Delivery Mgt BA PM;45572;45;km;Personal Car;Home <> Client;
45602;Exported;10115218;VANL;VANL - Valcon - Training - Capability IT Delivery Mgt BA PM;45572;45;km;Personal Car;Home <> Client;
45602;Exported;00000853;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45575;39;km;Public Transport;Home <> Client;
45602;Exported;00000853;VANL;VANL - de Volksbank - Finance Data Warehouse 2.0 - de Volksbank Hourly;45575;39;km;Public Transport;Home <> Client;
45602;Exported;00000735;VANL;VANL - Alliander - Energie Planologie Gemeenten - Alliander Investment;45575;4;km;Personal Car;Home <> Client;
45602;Exported;00000735;VANL;VANL - Alliander - Energie Planologie Gemeenten - Alliander Investment;45575;4;km;Personal Car;Home <> Client;
45602;Exported;00000735;VANL;VANL - Alliander - Energie Planologie Gemeenten - Alliander Investment;45574;40;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000735;VANL;VANL - Alliander - Energie Planologie Gemeenten - Alliander Investment;45574;40;km;Personal Car;Home <> Valcon Office;
45602;Exported;10115218;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45575;48;km;Public Transport;Home <> Client;
45602;Exported;10115218;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45575;48;km;Public Transport;Home <> Client;
45602;Exported;00000191;VANL;VANL - Belastingdienst - COE COG - Seven Stars Uurbasis;45575;45;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000191;VANL;VANL - Belastingdienst - COE COG - Seven Stars Uurbasis;45575;45;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000872;VANL;VANL - BDR Thermea Group - BDR Thermea Group BI 2024 - BDR Thermea Group Hourly grouped;45574;58;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000872;VANL;VANL - BDR Thermea Group - BDR Thermea Group BI 2024 - BDR Thermea Group Hourly grouped;45574;58;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000872;VANL;VANL - BDR Thermea Group - BDR Thermea Group BI 2024 - BDR Thermea Group Hourly grouped;45575;58;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000872;VANL;VANL - BDR Thermea Group - BDR Thermea Group BI 2024 - BDR Thermea Group Hourly grouped;45575;58;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000882;VANL;VANL - Alliander - 2x2 Digitalisering - Alliander Investment;45575;10;km;Public Transport;Home <> Client;
45602;Exported;00000882;VANL;VANL - Alliander - 2x2 Digitalisering - Alliander Investment;45575;10;km;Public Transport;Home <> Client;
45602;Exported;00000898;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45574;182;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000898;VANL;VANL - Valcon NL - Data Academy - Valcon NL Uncharged;45575;182;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000053;VANL;VANL - a.s.r. - Appian Consultants - Hays Self-billing;45574;38;km;Personal Car;Home <> Valcon Office;
45602;Exported;00000053;VANL;VANL - a.s.r. - Appian Consultants - Hays Self-billing;45574;15;km;Personal Car;Valcon Office <> Client;
45602;Exported;00000053;VANL;VANL - a.s.r. - Appian Consultants - Hays Self-billing;45574;43;km;Personal Car;Home <> Client;
45602;Exported;00000891;VANL;VANL - NCG - NCG - Investment;45574;184;km;Personal Car;Home <> Client;
45602;Exported;00000891;VANL;VANL - NCG - NCG - Investment;45573;184;km;Personal Car;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45573;70;km;Public Transport;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45573;70;km;Public Transport;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45568;70;km;Public Transport;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45568;70;km;Public Transport;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45566;70;km;Public Transport;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45566;70;km;Public Transport;Home <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45561;22;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45561;70;km;Public Transport;Valcon Office <> Client;
45602;Exported;00000431;VANL;VANL - Schiphol - Data Governance Management - Magnit Self-billing;45561;70;km;Public Transport;Home <> Client;
45602;Exported;00000361;VANL;VANL - Schiphol - SSE ISMS - Schiphol Budget;45575;23;km;Public Transport;Home <> Client;
45602;Exported;00000361;VANL;VANL - Schiphol - SSE ISMS - Schiphol Budget;45575;23;km;Public Transport;Home <> Client;
45602;Exported;00000542;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45574;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000542;VANL;VANL - BAM - BI Competence Center - BAM Self-billing;45574;60;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000791;VANL;VANL - Salta Group - Mendix DevOps AD Gaia - Salta Group (NCOI) Hourly grouped;45575;24;km;Public Transport;Home <> Client;
45602;Exported;00000791;VANL;VANL - Salta Group - Mendix DevOps AD Gaia - Salta Group (NCOI) Hourly grouped;45575;24;km;Public Transport;Home <> Client;
45602;Exported;00000732;VANL;VANL - Schiphol - DDA Digital Twin - Magnit Self-billing;45575;44;km;Public Transport;Home <> Client;
45602;Exported;00000155;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45575;90;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000155;VANL;VANL - Valcon NL - Partner - Valcon NL Uncharged;45575;90;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000696;VANL;VANL - BAM - IDO Residential - BAM Self-billing;45574;49;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000696;VANL;VANL - BAM - IDO Residential - BAM Self-billing;45574;49;km;Public Transport;Home <> Valcon Office;
45602;Exported;00000696;VANL;VANL - BAM - IDO Residential - BAM Self-billing;45562;49;km;Public Transport;Home <> Valcon Office;
